,features,difficulty,comment,quality
1774,"Overall, a good professor. Very approachable after class. Gives copies of the lecture notes, but leaves large blank areas so if you miss class cannot get information.",2,😎awesome,2.0
1775,she is mean and up-tight.,1,😎awesome,1.0
1776,his tests are very similar to the past exams he gives out. He goes over questions in class so is pretty easy and helpful.,2,😎awesome,2.0
1777,"Smart guy, and really cares about his students, but best teaching days are long gone. Be prepared to have teach yourself all of the material in order do well on exams.",1,😎awesome,2.0
1778,"Professor Penney is a really nice man, but he often makes mistakes during lectures. He covers the material very slowly, so class drag. There no book for course, posts notes on his webpage. Reading more helpful than listening to him in class.",1,😖awful,2.0
1779,"He tried his best, just could not clearly cover the material. Nice guy. Helpful.",2,😖awful,2.0
1780,Great professor. If you want to learn the material he is guys teach it you. Writes thorough proofs that are easy follow. I wish could take rest of my math classes with him. Genuinely enjoyed class,1,😖awful,2.0
1781,"Professor cares that his students learn and allows them to ask questions, however he often makes mistakes during lecture needs be corrected. A genuinely nice guy, the class isn't too difficult, but best teaching days are behind him. 4/5",1,😖awful,2.0
1782,His introduction to actuarial science class was terrible. lectures weren't helpful and usually didn't help when it came quizzes homework.,1,😖awful,1.0
1783,"In this class it was strange...penney a great teacher when the classroom small as usually divided into to separate times on friday...but in large he wasn't nearly great...he is guy though, real nice and occasionally really funny...a easy though",1,😖awful,1.0
1784,One talented educator and mathematician. He is great.,2,😎awesome,2.0
1785,"Taking Professor Penney's class gave me faith in Purdue's Math Department. He is an amazing professor who genuinely cares that his students learn, and won't assign homework problems unless he absolutely certain we have covered the topic class, or topics will help us learn how to do a problem. Would take any other from him.",1,😎awesome,1.0
1786,"Excellent class, great prof! Really goes the extra mile.",1,😐average,2.0
1787,"The lectures were quite boring, but then again the material never really was exciting. He very helpful and went extra mile to make sure he answered any all questions we might have had.",1,😐average,1.0
1788,"Easily the best math professor I've had a Purdue. taken 9 courses, this one was by far best-taught course. The guy actually made real analysis interesting and fun.",1,😖awful,1.0
1789,Penney made lecture unbearable.,1,😖awful,2.0
1790,No Comments,2,😐average,2.0
1791,He writes his own books...need I say more?,1,😐average,1.0
1792,"Chris Yeomans is an excellent professor. He's passionate about the material and he makes lectures engaging. Although challenges us, it's only to help us be more comfortable with public speaking discussing complicated texts.",2,😎awesome,2.0
1793,"If you want an easy A, get out of this class and stop considering law school, which may very well be if in class. Otherwise, ready to read work hard understand. An A is doable apply yourself attend the He a truly great professor with lot offer.",2,😎awesome,2.0
1794,"Professor Yeomans is one of the best professors at Purdue University. He SUPER passionate about his subject. But he's not going to hand you an A - you've got work for it. It's simple attend every class, do readings, be prepared and you'll get A. If mess around don't go class you're above a C.",2,😎awesome,2.0
1795,he is absolutely a hard grader.......,2,😎awesome,2.0
1796,"It wasn't the hardest class I've taken, but it certainly easy. His grading was pretty tough, and if you missed much of anything, there no going back. The subject matter also ephemeral. All in all, I wouldn't recommend this professor.",2,😎awesome,2.0
1797,"Yeoman's is a very difficult teacher. He helpful, but his exams are really hard. Do not take the honors section of class. hard grader, and from what I understood, in regular class, TA's grade. would recommend",2,😎awesome,2.0
1798,"All-in-all the professor knows what he is talking about, and will help when asked, but problem so knowledgeable that you can't understand him too begin with, I'm pretty sure curves his classes. If study with partners can get through class fine.",1,😖awful,1.0
1799,There are very few grades. Even the participation excercises tough. Do not reccommend this teacher.,2,😖awful,2.0
1800,"Professor is very knowledgeable on the subject but talks much too fast and with a lack of notes to help keep up it difficult understand material. Daily quizzes are given attendance. Books incomprehensible. This class as ""beginners ethics"", do not take unless you have prior knowledge.",1,😐average,2.0
1801,This class was probably my most demanding class. Like the other review said he did teach course at almost a graduate level so it sometimes hard to follow him in lecture. The readings can be complicated times.,2,😐average,2.0
1802,Grading makes it almost impossible to do well. If you bad on one exam there is no making up. TA's don't know what they are talking about either.,2,😐average,2.0
1803,Yeomans teaches this class like a graduate level instead of 100-level. The material seems comphrehensible until we receive our grades and realize that must have done something wrong. This is not worth taking whatsoever. It's only going to hurt your GPA... that's it for an honors class.,2,😐average,2.0
